FID,CID,Type,POINT_X,POINT_Y
2284, 0, 2, -13181646.0376, 4021077.91189
2285, 0, 1, -13182914.1813, 4020870.59357
2286, 0, 2, -13182819.3921, 4021665.67697
2287, 0, 1, -13182342.1652, 4020004.90437
2288, 0, 1, -13183086.0117, 4020740.10128
2289, 0, 2, -13181660.759, 4021346.13936
2290, 0, 2, -13181798.7022, 4021155.4975
2291, 0, 1, -13182470.9954, 4020098.30246
2292, 0, 2, -13181667.3485, 4021079.40943
2293, 0, 2, -13181712.7385, 4021433.86416
2294, 0, 1, -13182439.6964, 4020069.55423
2295, 0, 1, -13182526.0777, 4020200.13947
2296, 0, 1, -13183007.235, 4020807.83145
2297, 0, 1, -13182232.2246, 4020037.6522
2298, 0, 2, -13183005.3128, 4021674.41361
2299, 0, 2, -13182787.9942, 4021672.17673
2300, 0, 2, -13181654.8531, 4021048.65803
2301, 0, 2, -13181795.1497, 4021153.6994
2302, 0, 2, -13182586.8981, 4021700.86893
2303, 0, 2, -13182758.4476, 4021852.60063
2304, 0, 2, -13182899.0903, 4021856.82987
2305, 0, 2, -13182682.716, 4021718.16798
2306, 0, 1, -13182526.3908, 4020173.10087
2307, 0, 1, -13182201.7641, 4020061.51484
2308, 0, 2, -13181968.2218, 4021047.29089
2309, 0, 1, -13182825.8769, 4020708.3605
2310, 0, 1, -13182650.0737, 4020303.15819
2311, 0, 2, -13182814.7536, 4021806.44409
2312, 0, 1, -13182312.1324, 4019975.60315
2313, 0, 2, -13182812.215, 4021656.13887
2314, 0, 2, -13182830.1001, 4021858.76022
2315, 0, 2, -13181919.845, 4021281.27568
2316, 0, 2, -13181808.1327, 4020876.1317
2317, 0, 1, -13182483.6974, 4019969.6535
2318, 0, 1, -13182863.5845, 4020764.1677
2319, 0, 2, -13182807.1847, 4021707.07704
2320, 0, 2, -13182672.4085, 4021745.48932
2321, 0, 1, -13183189.6004, 4020543.92093
2322, 0, 2, -13182691.3348, 4021570.90371
2323, 0, 2, -13181774.0681, 4021076.42876
2324, 0, 1, -13183011.3836, 4020620.8708
2325, 0, 2, -13182770.067, 4021846.34832
2326, 0, 2, -13181736.2392, 4021236.4849
2327, 0, 2, -13181994.0696, 4020927.05892
2328, 0, 2, -13182902.2498, 4021417.75213
2329, 0, 2, -13182671.8143, 4021731.9602
2330, 0, 1, -13182450.2605, 4019927.62353
2331, 0, 1, -13183162.2919, 4020659.08326
2332, 0, 2, -13181992.0646, 4021119.481
2333, 0, 2, -13181591.7266, 4021277.57836
2334, 0, 2, -13182991.0135, 4021542.76227
2335, 0, 2, -13182680.6955, 4021709.98966
2336, 0, 1, -13182396.7945, 4019913.27524
2337, 0, 2, -13182797.6347, 4021755.70981
2338, 0, 1, -13182353.8146, 4020061.75761
2339, 0, 2, -13181628.9112, 4021322.35518
2340, 0, 1, -13182881.8705, 4020679.04334
2341, 0, 2, -13182685.1691, 4021795.35944
2342, 0, 2, -13183142.4748, 4021601.11995
2343, 0, 2, -13181880.8192, 4021202.4068
2344, 0, 1, -13183194.0519, 4020530.49423
2345, 0, 2, -13182923.1239, 4021773.60419
2346, 0, 2, -13182717.3848, 4021769.65773
2347, 0, 2, -13183098.0875, 4021725.94546
2348, 0, 2, -13182958.8206, 4021841.74602
2349, 0, 2, -13183061.6403, 4021640.37361
2350, 0, 2, -13183120.2838, 4021764.27003
2351, 0, 1, -13183275.8736, 4020578.86734
2352, 0, 2, -13181877.5089, 4021252.45461
2353, 0, 1, -13182310.0462, 4020005.6368
2354, 0, 2, -13181935.1005, 4020978.76222
2355, 0, 2, -13183167.9949, 4021618.34175
2356, 0, 2, -13182829.6015, 4021643.36656
2357, 0, 1, -13182292.8543, 4019994.01843
2358, 0, 1, -13182809.732, 4020690.6251
2359, 0, 2, -13181780.363, 4021392.29012
2360, 0, 1, -13182902.7709, 4020810.65945
2361, 0, 2, -13182811.2774, 4021543.18046
2362, 0, 2, -13181989.7563, 4021118.90983
2363, 0, 2, -13181646.4632, 4021131.70022
2364, 0, 1, -13183073.672, 4020497.51429
2365, 0, 1, -13182266.313, 4020123.93958
2366, 0, 2, -13182446.863, 4021362.44843
2367, 0, 1, -13182400.5125, 4019982.48602
2368, 0, 2, -13182940.2784, 4021855.94446
2369, 0, 1, -13182386.8605, 4020020.00358
2370, 0, 2, -13182921.7663, 4021748.31957
2371, 0, 2, -13181842.4849, 4020969.76125
2372, 0, 2, -13182827.1074, 4021762.3417
2373, 0, 2, -13182815.0382, 4021862.06801
2374, 0, 2, -13181915.9863, 4021079.73969
2375, 0, 2, -13181876.3998, 4021209.5636
2376, 0, 1, -13182349.3646, 4020062.78701
2377, 0, 2, -13181668.6033, 4021151.55977
2378, 0, 1, -13183054.7157, 4020686.11265
2379, 0, 2, -13182784.9973, 4021838.20561
2380, 0, 1, -13183106.7567, 4020624.12116
2381, 0, 2, -13182649.072, 4021571.76804
2382, 0, 2, -13182934.0961, 4021732.22715
2383, 0, 2, -13182422.0695, 4021145.36417
2384, 0, 1, -13183082.6733, 4020466.22553
2385, 0, 1, -13182325.4479, 4020035.8137
2386, 0, 2, -13181754.5499, 4021271.8274
2387, 0, 2, -13182988.6817, 4021691.23866
2388, 0, 2, -13181808.4137, 4021366.366
2389, 0, 1, -13183154.7492, 4020495.67139
2390, 0, 1, -13182434.8933, 4019868.41771
2391, 0, 2, -13182834.9831, 4021575.60086
2392, 0, 2, -13183043.8636, 4021533.67097
2393, 0, 1, -13183189.4111, 4020510.55282
2394, 0, 1, -13182424.0851, 4019996.69401
2395, 0, 2, -13182559.0237, 4021362.48886
2396, 0, 1, -13182358.4983, 4019927.82206
2397, 0, 1, -13182990.5234, 4020788.61094
2398, 0, 2, -13182643.9422, 4021592.72969
2399, 0, 2, -13181692.6635, 4021396.18128
2400, 0, 2, -13181850.704, 4021132.80824
2401, 0, 2, -13183185.9141, 4021668.30983
2402, 0, 2, -13182899.694, 4021874.69565
2403, 0, 2, -13182798.0787, 4021687.25032
2404, 0, 1, -13183195.5048, 4020531.29482
2405, 0, 2, -13181908.8942, 4020901.77055
2406, 0, 2, -13181750.1521, 4021150.68621
2407, 0, 2, -13181638.7291, 4021098.10275
2408, 0, 2, -13182960.6684, 4021734.63914
2409, 0, 2, -13181919.162, 4021178.14607
2410, 0, 1, -13183070.143, 4020626.64767
2411, 0, 2, -13183039.8641, 4021545.64491
2412, 0, 2, -13182881.978, 4021745.45202
2413, 0, 2, -13183041.4564, 4021703.81151
2414, 0, 2, -13181688.6607, 4020995.12498
2415, 0, 2, -13181738.5629, 4021036.89064
2416, 0, 2, -13181862.6644, 4021344.80887
2417, 0, 1, -13183001.268, 4020822.16522
2418, 0, 2, -13181699.9263, 4021259.23631
2419, 0, 1, -13182987.1061, 4020659.71338
2420, 0, 1, -13182265.9095, 4020032.51387
2421, 0, 2, -13182616.8973, 4021730.47615
2422, 0, 2, -13182843.2526, 4021886.29563
2423, 0, 2, -13182341.6347, 4021029.02067
2424, 0, 1, -13182819.5, 4020796.3289
2425, 0, 2, -13182825.6667, 4021605.93814
2426, 0, 1, -13182453.2351, 4019916.85568
2427, 0, 2, -13182997.7741, 4021606.12479
2428, 0, 1, -13183143.5931, 4020464.06999
2429, 0, 1, -13182949.8787, 4020865.3786
2430, 0, 2, -13181888.8222, 4021222.97584
2431, 0, 2, -13182991.0631, 4021629.53751
2432, 0, 2, -13182867.9961, 4021597.88793
2433, 0, 1, -13182442.3383, 4020009.52156
2434, 0, 1, -13182196.479, 4019921.6897
2435, 0, 2, -13181937.0781, 4021085.9726
2436, 0, 1, -13183100.7694, 4020656.00301
2437, 0, 2, -13181855.0167, 4020895.40298
2438, 0, 2, -13181667.6943, 4021101.91819
2439, 0, 2, -13182970.8197, 4021660.83076
2440, 0, 2, -13182993.5915, 4021550.0489
2441, 0, 1, -13183005.2079, 4020686.21591
2442, 0, 2, -13182670.3382, 4021627.29462
2443, 0, 2, -13181708.0107, 4020947.84616
2444, 0, 1, -13182840.2426, 4020663.71328
2445, 0, 1, -13183040.3418, 4020783.17465
2446, 0, 2, -13181648.2598, 4021260.0776
2447, 0, 2, -13182774.3228, 4021798.37882
2448, 0, 1, -13183079.8649, 4020808.48998
2449, 0, 2, -13182450.6862, 4021363.55649
2450, 0, 1, -13182218.9709, 4020134.07582
2451, 0, 1, -13182340.5519, 4020007.80276
2452, 0, 2, -13181910.2739, 4021294.32765
2453, 0, 1, -13182992.5589, 4020859.49314
2454, 0, 1, -13183173.9643, 4020623.41032
2455, 0, 1, -13182329.6989, 4019865.77434
2456, 0, 2, -13182702.7138, 4021759.80584
2457, 0, 1, -13182927.053, 4020757.82577
2458, 0, 2, -13181854.3461, 4020983.29497
2459, 0, 2, -13182901.1972, 4021662.16133
2460, 0, 2, -13181620.1415, 4021306.22251
2461, 0, 1, -13182224.4785, 4020045.37647
2462, 0, 1, -13182902.5723, 4020863.84261
2463, 0, 1, -13182900.6712, 4020642.64715
2464, 0, 2, -13182826.9624, 4021824.95017
2465, 0, 1, -13182999.3933, 4020508.14307
2466, 0, 2, -13181830.4281, 4021085.50786
2467, 0, 2, -13181888.1347, 4021131.48957
2468, 0, 1, -13183127.9036, 4020469.12429
2469, 0, 2, -13182854.3118, 4021338.62649
2470, 0, 1, -13183001.7237, 4020885.80501
2471, 0, 1, -13183256.3964, 4020630.43718
2472, 0, 1, -13182364.451, 4020069.11123
2473, 0, 1, -13183143.1028, 4020393.60619
2474, 0, 2, -13182685.7727, 4021720.62774
2475, 0, 2, -13181993.3847, 4020927.24214
2476, 0, 2, -13181929.4962, 4021007.80267
2477, 0, 1, -13182303.4409, 4020117.40476
2478, 0, 1, -13183193.4697, 4020447.11818
2479, 0, 2, -13181923.7192, 4021253.01776
2480, 0, 2, -13182909.9913, 4021520.0473
2481, 0, 1, -13182473.8861, 4019925.03324
2482, 0, 1, -13183177.2827, 4020487.3661
2483, 0, 2, -13181678.2755, 4021160.50811
2484, 0, 2, -13182672.8347, 4021811.86198
2485, 0, 1, -13182322.6533, 4020046.60242
2486, 0, 1, -13182595.2109, 4020283.65202
2487, 0, 1, -13183003.5915, 4020718.73963
2488, 0, 1, -13183073.11, 4020814.14689
2489, 0, 1, -13183016.8193, 4020680.71784
2490, 0, 2, -13182793.2954, 4021526.90203
2491, 0, 1, -13183065.3311, 4020549.60325
2492, 0, 2, -13183080.7937, 4021712.57904
2493, 0, 2, -13181895.8976, 4021210.25901
2494, 0, 2, -13183021.4257, 4021840.76391
2495, 0, 1, -13183065.2874, 4020455.38362
2496, 0, 2, -13181724.8143, 4021182.1415
2497, 0, 2, -13181734.7648, 4021171.90673
2498, 0, 2, -13181796.7644, 4021160.35702
2499, 0, 2, -13181665.4768, 4021411.74558
2500, 0, 0, -13182872.0925, 4021470.53777
2501, 0, 0, -13183309.3136, 4021632.75084
2502, 0, 0, -13183279.7164, 4021660.29672
2503, 0, 0, -13183112.2649, 4020166.90519
2504, 0, 0, -13181717.7189, 4020769.48779
2505, 0, 0, -13183325.6956, 4021452.99969
2506, 0, 0, -13183133.2584, 4021899.00424
2507, 0, 0, -13181387.8058, 4020815.30067
2508, 0, 0, -13182012.9653, 4019975.29127
2509, 0, 0, -13182826.4203, 4022119.76038
2510, 0, 0, -13181577.3884, 4020130.76516
2511, 0, 0, -13182787.9513, 4022030.62946
2512, 0, 0, -13182041.6611, 4021636.40208
2513, 0, 0, -13183530.8912, 4019888.49204
2514, 0, 0, -13182603.924, 4021992.5127
2515, 0, 0, -13183289.148, 4020099.6124
2516, 0, 0, -13182425.3837, 4020644.86551
2517, 0, 0, -13183270.8097, 4021577.24784
2518, 0, 0, -13181598.7975, 4021862.9732
2519, 0, 0, -13182505.6319, 4021849.50927
2520, 0, 0, -13181410.821, 4020982.46886
2521, 0, 0, -13181707.8972, 4021869.15195
2522, 0, 0, -13181570.0765, 4021828.02829
2523, 0, 0, -13182068.7607, 4021056.56526
2524, 0, 0, -13182039.5417, 4021505.61166
2525, 0, 0, -13183502.2508, 4021863.04928
2526, 0, 0, -13183349.6082, 4020513.67643
2527, 0, 0, -13181427.387, 4021912.63875
2528, 0, 0, -13181531.1745, 4021551.30148
2529, 0, 0, -13183578.5399, 4019896.6174
2530, 0, 0, -13181370.8135, 4019790.59866
2531, 0, 0, -13182270.7087, 4022076.99635
2532, 0, 0, -13182709.3312, 4021205.10342
2533, 0, 0, -13183334.8631, 4021696.36898
2534, 0, 0, -13183371.1354, 4020317.0755
2535, 0, 0, -13182106.1576, 4021838.44337
2536, 0, 0, -13181350.2856, 4019723.22572
2537, 0, 0, -13183454.1006, 4021044.07537
2538, 0, 0, -13181995.1413, 4021180.2159
2539, 0, 0, -13182326.8789, 4020643.53721
2540, 0, 0, -13182131.0338, 4020695.88714
2541, 0, 0, -13182051.5787, 4020698.61772
2542, 0, 0, -13181673.9281, 4020414.66197
2543, 0, 0, -13182038.1419, 4020899.96549
2544, 0, 0, -13183639.5809, 4021107.13813
2545, 0, 0, -13181813.424, 4020714.14315
2546, 0, 0, -13181730.9038, 4021729.58688
2547, 0, 0, -13183630.5998, 4020245.02892
2548, 0, 0, -13182927.6197, 4021990.67931
2549, 0, 0, -13181181.1725, 4021391.96813
2550, 0, 0, -13182454.6969, 4021546.78719
2551, 0, 0, -13183278.4817, 4020427.57489
2552, 0, 0, -13181960.7603, 4021305.06512
2553, 0, 0, -13181734.8402, 4021747.12677
2554, 0, 0, -13181293.4983, 4021852.43864
2555, 0, 0, -13183248.9189, 4020737.00581
2556, 0, 0, -13182848.2374, 4022139.71836
2557, 0, 0, -13181735.5852, 4020605.10975
2558, 0, 0, -13183065.5767, 4020903.51406
2559, 0, 0, -13183376.5765, 4020121.05037
2560, 0, 0, -13181945.5251, 4020285.33676
2561, 0, 0, -13183626.1674, 4020287.41478
2562, 0, 0, -13183695.6755, 4022054.6504
2563, 0, 0, -13182457.7874, 4022124.81572
2564, 0, 0, -13181630.9965, 4020130.42717
2565, 0, 0, -13182121.4752, 4021657.99162
2566, 0, 0, -13181634.49, 4022148.24285
2567, 0, 0, -13183679.6838, 4021755.50444
2568, 0, 0, -13181529.962, 4021755.29777
2569, 0, 0, -13182132.6613, 4021364.87289
2570, 0, 0, -13181819.2317, 4020184.55993
2571, 0, 0, -13181866.4243, 4021777.9427
2572, 0, 0, -13183284.9512, 4021201.82817
2573, 0, 0, -13183643.0536, 4020783.05085
2574, 0, 0, -13181552.3735, 4021834.42606
2575, 0, 0, -13181430.086, 4020829.74724
2576, 0, 0, -13181738.1621, 4020135.33709
2577, 0, 0, -13183577.2716, 4019659.72717
2578, 0, 0, -13182761.0484, 4020636.96733
2579, 0, 0, -13181353.0637, 4020687.14879
2580, 0, 0, -13181342.6144, 4022133.15365
2581, 0, 0, -13182419.0254, 4020799.18617
2582, 0, 0, -13182564.0054, 4021073.07547
2583, 0, 0, -13181210.6783, 4022024.56263
2584, 0, 0, -13181356.6945, 4020504.6462
2585, 0, 0, -13182815.0645, 4022037.79272
2586, 0, 0, -13183128.5804, 4020355.17456
2587, 0, 0, -13181550.9304, 4020710.86462
2588, 0, 0, -13183572.0143, 4021520.70782
2589, 0, 0, -13181229.4162, 4021833.31631
2590, 0, 0, -13182209.3962, 4020594.42567
2591, 0, 0, -13182916.3403, 4020496.23931
2592, 0, 0, -13183170.7222, 4019601.40052
2593, 0, 0, -13182945.9287, 4019653.19072
2594, 0, 0, -13182395.9387, 4021009.32013
2595, 0, 0, -13181343.1364, 4020409.39501
2596, 0, 0, -13182117.4166, 4021114.98196
2597, 0, 0, -13182777.1109, 4022016.05002
2598, 0, 0, -13182240.1831, 4021212.91845
2599, 0, 0, -13182763.7436, 4019890.09118
2600, 0, 0, -13182451.2868, 4021071.79617
2601, 0, 0, -13182825.1418, 4022128.15394
2602, 0, 0, -13182381.1104, 4020772.18547
2603, 0, 0, -13181797.4448, 4019826.83326
2604, 0, 0, -13181336.5105, 4020215.88461
2605, 0, 0, -13182313.7268, 4019656.91108
2606, 0, 0, -13183508.5329, 4021583.9681
2607, 0, 0, -13181357.3041, 4019706.37708
2608, 0, 0, -13183677.2888, 4020919.40891
2609, 0, 0, -13181698.9886, 4019962.458
2610, 0, 0, -13182391.8165, 4020777.19927
2611, 0, 0, -13181658.4642, 4020234.95315
2612, 0, 0, -13183181.1408, 4020135.73154
2613, 0, 0, -13181410.8588, 4020319.51725
2614, 0, 0, -13182888.452, 4020043.42396
2615, 0, 0, -13181301.3198, 4021765.87061
2616, 0, 0, -13183403.0627, 4021503.27021
2617, 0, 0, -13183003.6933, 4019850.10044
2618, 0, 0, -13181640.3657, 4021540.33388
2619, 0, 0, -13183585.8374, 4021821.23666
2620, 0, 0, -13183322.8128, 4021351.86356
2621, 0, 0, -13183433.2662, 4021112.78487
2622, 0, 0, -13181673.0719, 4021664.1923
2623, 0, 0, -13181539.6397, 4020056.3766
2624, 0, 0, -13183017.7021, 4021337.83945
2625, 0, 0, -13182004.7572, 4021171.65312
2626, 0, 0, -13182166.4011, 4020545.41957
2627, 0, 0, -13181782.5091, 4019929.75017
2628, 0, 0, -13183291.6998, 4019925.29708
2629, 0, 0, -13182953.0218, 4021206.95361
2630, 0, 0, -13183586.7607, 4021911.40772
2631, 0, 0, -13181316.4612, 4021573.93866
2632, 0, 0, -13183536.7941, 4020638.56437
2633, 0, 0, -13182789.2939, 4019618.30105
2634, 0, 0, -13183397.263, 4022008.57525
2635, 0, 0, -13183402.393, 4020226.79867
2636, 0, 0, -13182652.6827, 4020702.09386
2637, 0, 0, -13182679.4411, 4021913.38224
2638, 0, 0, -13181414.0114, 4019715.62079
2639, 0, 0, -13181944.86, 4019819.24047
2640, 0, 0, -13182075.1454, 4020639.23903
2641, 0, 0, -13181987.2854, 4021855.9919
2642, 0, 0, -13183562.9865, 4020168.29566
2643, 0, 0, -13182239.8235, 4021780.19802
2644, 0, 0, -13181805.7605, 4019623.40987
2645, 0, 0, -13183555.4506, 4021400.81638
2646, 0, 0, -13183035.5176, 4021314.9777
2647, 0, 0, -13181568.667, 4019644.77996
2648, 0, 0, -13181479.3199, 4022052.07358
2649, 0, 0, -13183662.7957, 4022073.00803
2650, 0, 0, -13181547.263, 4021723.60446
2651, 0, 0, -13182186.9123, 4021079.1546
2652, 0, 0, -13181569.054, 4020831.03032
2653, 0, 0, -13182995.8282, 4021446.64452
2654, 0, 0, -13181463.2058, 4020930.23726
2655, 0, 0, -13183326.1134, 4020290.03474
2656, 0, 0, -13181823.9728, 4020525.62825
2657, 0, 0, -13181980.7694, 4020303.8793
2658, 0, 0, -13182020.9633, 4021659.19141
2659, 0, 0, -13181396.6433, 4020208.93458
2660, 0, 0, -13181675.6523, 4021890.98528
2661, 0, 0, -13181698.8257, 4021706.07821
2662, 0, 0, -13181321.4845, 4021471.35816
2663, 0, 0, -13182692.9106, 4020986.3091
2664, 0, 0, -13181731.479, 4021466.31229
2665, 0, 0, -13182808.0762, 4020133.70675
2666, 0, 0, -13182916.8999, 4021362.7105
2667, 0, 0, -13183537.8404, 4020012.48379
2668, 0, 0, -13181413.9439, 4019719.54862
2669, 0, 0, -13182032.0145, 4022149.81521
2670, 0, 0, -13182829.1109, 4020439.97751
2671, 0, 0, -13182982.1783, 4021999.45112
2672, 0, 0, -13182130.2472, 4020824.91114
2673, 0, 0, -13183173.6122, 4021321.27187
2674, 0, 0, -13182095.5136, 4020964.92194
2675, 0, 0, -13183409.4005, 4019693.54244
2676, 0, 0, -13181208.8029, 4021394.35599
2677, 0, 0, -13183266.5499, 4020521.60386
2678, 0, 0, -13183318.7244, 4019963.16151
2679, 0, 0, -13182511.0575, 4021798.80359
2680, 0, 0, -13183316.3627, 4019996.39378
2681, 0, 0, -13181460.5603, 4020224.96629
2682, 0, 0, -13183371.0664, 4021795.80684
2683, 0, 0, -13183106.605, 4020999.79123
2684, 0, 0, -13182054.5135, 4020021.28384
2685, 0, 0, -13181227.7459, 4020647.84009
2686, 0, 0, -13181656.6148, 4020006.22856
2687, 0, 0, -13182666.5528, 4021325.5396
2688, 0, 0, -13183105.9668, 4021403.76346
2689, 0, 0, -13183658.2852, 4021660.10743
2690, 0, 0, -13182509.5042, 4019632.76555
2691, 0, 0, -13183113.8561, 4020220.21276
2692, 0, 0, -13182969.3474, 4022051.65631
2693, 0, 0, -13182562.8829, 4021204.94146
2694, 0, 0, -13183100.5143, 4021875.88178
2695, 0, 0, -13182182.6547, 4020758.01196
2696, 0, 0, -13182011.3491, 4020828.579
2697, 0, 0, -13182246.8975, 4019853.79396
2698, 0, 0, -13181919.9209, 4020196.34207
2699, 0, 0, -13182016.3136, 4021304.65334
2700, 0, 0, -13182156.694, 4020857.56232
2701, 0, 0, -13183388.0895, 4021958.6763
2702, 0, 0, -13181449.4989, 4021433.66936
2703, 0, 0, -13181607.0447, 4019957.74845
2704, 0, 0, -13183026.8351, 4021371.56231
2705, 0, 0, -13182482.7589, 4021176.54192
2706, 0, 0, -13181689.1373, 4021974.51743
2707, 0, 0, -13181259.2195, 4021513.30884
2708, 0, 0, -13181230.9742, 4019737.28266
2709, 0, 0, -13183024.4725, 4020180.31251
2710, 0, 0, -13183446.4574, 4021123.90605
2711, 0, 0, -13181451.3826, 4020433.18014
2712, 0, 0, -13182035.3474, 4021495.39843
2713, 0, 0, -13181922.5661, 4019659.77458
2714, 0, 0, -13181233.4836, 4021663.17082
2715, 0, 0, -13182153.1993, 4019755.14423
2716, 0, 0, -13181295.7528, 4020239.05681
2717, 0, 0, -13181830.1638, 4021810.36561
2718, 0, 0, -13183274.0671, 4021935.49746
2719, 0, 0, -13183363.1125, 4020441.21654
2720, 0, 0, -13181965.6335, 4019902.3771
2721, 0, 0, -13183280.7653, 4020696.00768
2722, 0, 0, -13181810.0114, 4021730.52036
2723, 0, 0, -13183434.2862, 4021021.8342
2724, 0, 0, -13183166.8506, 4021356.30327
2725, 0, 0, -13181372.0097, 4021662.03815
2726, 0, 0, -13182584.5256, 4020953.10052
2727, 0, 0, -13181371.67, 4021548.75188
2728, 0, 0, -13182474.0503, 4021585.26843
2729, 0, 0, -13182736.2585, 4021336.11327
2730, 0, 0, -13182135.1022, 4022076.02536
2731, 0, 0, -13182613.5169, 4020563.83909
2732, 0, 0, -13181723.333, 4019726.05424
2733, 0, 0, -13182206.5838, 4021503.02873
2734, 0, 0, -13182838.9191, 4019888.99928
2735, 0, 0, -13181780.2093, 4021458.55117
2736, 0, 0, -13181589.5974, 4020719.53024
2737, 0, 0, -13182814.5673, 4019658.25189
2738, 0, 0, -13181280.4361, 4020795.41653
2739, 0, 0, -13182848.5477, 4021496.49055
2740, 0, 0, -13183445.4007, 4019807.9939
2741, 0, 0, -13182322.8434, 4022012.24544
2742, 0, 0, -13183018.258, 4021911.68196
2743, 0, 0, -13183670.908, 4020777.0267
2744, 0, 0, -13182395.0399, 4022025.91894
2745, 0, 0, -13183065.002, 4019983.30507
2746, 0, 0, -13182421.3928, 4020652.28599
2747, 0, 0, -13182409.3275, 4020784.54894
2748, 0, 0, -13183624.2477, 4021271.62385
2749, 0, 0, -13182740.1847, 4020857.78009
2750, 0, 0, -13182307.5784, 4021709.80743
2751, 0, 0, -13182469.5949, 4019765.32046
2752, 0, 0, -13182187.2174, 4020429.22771
2753, 0, 0, -13181207.1004, 4021384.9253
2754, 0, 0, -13183435.5416, 4019915.83518
2755, 0, 0, -13181497.0837, 4022076.98264
2756, 0, 0, -13183193.1209, 4021543.06858
2757, 0, 0, -13183563.5001, 4021881.47787
2758, 0, 0, -13181479.6375, 4020781.19704
2759, 0, 0, -13183503.5626, 4020959.78957
2760, 0, 0, -13182997.6822, 4021220.24768
2761, 0, 0, -13181616.9158, 4020138.2659
2762, 0, 0, -13182901.195, 4020957.0659
2763, 0, 0, -13182644.102, 4020229.65925
2764, 0, 0, -13181218.7356, 4021066.62794
2765, 0, 0, -13182891.0937, 4020455.33622
2766, 0, 0, -13182415.9968, 4022159.21085
2767, 0, 0, -13181320.2803, 4022005.37994
2768, 0, 0, -13181929.6727, 4019933.94754
2769, 0, 0, -13182220.5815, 4021164.47312
2770, 0, 0, -13183675.7866, 4021506.62584
2771, 0, 0, -13183492.8038, 4020858.41785
2772, 0, 0, -13182738.4654, 4022071.92289
2773, 0, 0, -13181643.3652, 4021465.98642
2774, 0, 0, -13183108.2974, 4021006.62081
2775, 0, 0, -13181261.1604, 4021262.16398
2776, 0, 0, -13182147.7368, 4021680.00647
2777, 0, 0, -13182200.7495, 4020853.02544
2778, 0, 0, -13183661.9159, 4020518.49638
2779, 0, 0, -13181869.7506, 4021909.89759
2780, 0, 0, -13183593.9778, 4020644.62806
2781, 0, 0, -13181918.4849, 4020674.95386
2782, 0, 0, -13183576.15, 4021628.41168
2783, 0, 0, -13181989.5499, 4021315.00692
2784, 0, 0, -13182261.4416, 4021397.98326
2785, 0, 0, -13182223.8891, 4021758.24696
2786, 0, 0, -13183423.0951, 4022089.0203
2787, 0, 0, -13181223.2924, 4021054.16283
2788, 0, 0, -13181905.5111, 4019870.7055
2789, 0, 0, -13182138.4911, 4019926.94142
2790, 0, 0, -13183659.1982, 4020867.19098
2791, 0, 0, -13182757.8492, 4020006.47719
2792, 0, 0, -13181663.0438, 4020607.73131
2793, 0, 0, -13183701.7444, 4020020.7657
2794, 0, 0, -13181499.4136, 4021616.68792
2795, 0, 0, -13181637.1296, 4021939.61923
2796, 0, 0, -13182550.5204, 4019821.44521
2797, 0, 0, -13182737.1087, 4021428.15747
2798, 0, 0, -13183685.3332, 4021101.91659
2799, 0, 0, -13181250.5093, 4020947.65948
2800, 0, 0, -13182538.5252, 4020933.05329
2801, 0, 0, -13181613.2584, 4021833.72498
2802, 0, 0, -13183497.4176, 4020688.06542
2803, 0, 0, -13182443.2351, 4021979.53221
2804, 0, 0, -13181338.3388, 4020658.69065
2805, 0, 0, -13181476.6942, 4020921.77696
2806, 0, 0, -13181565.2529, 4021027.39169
2807, 0, 0, -13181442.4155, 4020103.02463
2808, 0, 0, -13182487.5743, 4021678.65419
2809, 0, 0, -13182228.0625, 4020385.97279
2810, 0, 0, -13181330.7249, 4021630.09144
2811, 0, 0, -13181511.3721, 4021118.61505
2812, 0, 0, -13181833.8401, 4020491.56147
2813, 0, 0, -13183685.4134, 4021290.19357
2814, 0, 0, -13183562.9754, 4020917.07759
2815, 0, 0, -13182876.4328, 4020082.56876
2816, 0, 0, -13182019.4164, 4019851.57247
2817, 0, 0, -13181414.7262, 4022133.80528
2818, 0, 0, -13181399.9461, 4020642.06003
2819, 0, 0, -13181737.3723, 4020436.208
2820, 0, 0, -13181749.9251, 4022159.39899
2821, 0, 0, -13182525.6683, 4020526.20502
2822, 0, 0, -13181389.2403, 4020826.85528
2823, 0, 0, -13181907.7924, 4021510.46627
2824, 0, 0, -13181889.9351, 4020424.68155
2825, 0, 0, -13182166.2478, 4020267.00485
2826, 0, 0, -13183332.8577, 4021467.47642
2827, 0, 0, -13181308.0489, 4021763.29374
2828, 0, 0, -13183113.3112, 4021985.01082
2829, 0, 0, -13182667.0672, 4019719.26524
2830, 0, 0, -13183377.595, 4020544.13974
2831, 0, 0, -13182054.613, 4021843.48482
2832, 0, 0, -13183604.1408, 4021424.78587
2833, 0, 0, -13181601.782, 4022012.15314
2834, 0, 0, -13183335.6687, 4021430.31819
2835, 0, 0, -13183269.7256, 4019797.30198
2836, 0, 0, -13181785.7186, 4019940.14242
2837, 0, 0, -13181455.2546, 4020063.46405
2838, 0, 0, -13181859.7835, 4021405.24533
2839, 0, 0, -13181978.498, 4020746.63333
2840, 0, 0, -13181536.3941, 4022038.46122
2841, 0, 0, -13182349.677, 4021657.74239
2842, 0, 0, -13181210.4203, 4021456.24912
2843, 0, 0, -13181983.7932, 4021431.71054
2844, 0, 0, -13182241.9421, 4021208.43615
